review,date,Marca,Produto,loja,estrelas,gptpt,descricaoGptpt,url
Excelente produto.,2024-07-08,Heineken,Heineken Chopp,Mercado Livre,4.9,1,"A avaliação é claramente positiva ao descrever o produto como excelente. Não há sarcasmo, ironia ou polarity shift, indicando uma opinião favorável em relação ao produto Heineken Chopp.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Bebida de um ótimo sabor. Adorei.,2024-07-08,Heineken,Heineken Chopp,Mercado Livre,4.9,1,A avaliação descreve a bebida como tendo um ótimo sabor e expressa que a pessoa adorou. Isso indica uma opinião positiva em relação ao produto Heineken Chopp.,https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Melhor custo x benefício! muita pontualidade!.,2024-07-07,Heineken,Heineken Chopp,Mercado Livre,4.9,1,"A avaliação destaca o melhor custo x benefício e a pontualidade, o que são aspectos positivos do produto. Portanto, a avaliação é classificada como positiva.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Top.,2024-07-06,Heineken,Heineken Chopp,Mercado Livre,4.9,1,"A avaliação Top. é uma expressão positiva que indica aprovação ou satisfação com o produto. Mesmo sendo uma avaliação curta, a palavra Top é geralmente associada a algo de qualidade ou superior, o que sugere uma avaliação positiva para a Heineken Chopp.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
"Excelente, como sempre.",2024-07-03,Heineken,Heineken Chopp,Mercado Livre,4.9,1,A avaliação é claramente positiva ao utilizar a palavra excelente e reforçar com como sempre. Isso indica uma experiência satisfatória com o produto Heineken Chopp.,https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Bom demais!.,2024-06-28,Heineken,Heineken Chopp,Mercado Livre,4.9,1,"A avaliação Bom demais! expressa claramente uma opinião positiva sobre o produto Heineken Chopp. A palavra bom indica uma avaliação positiva, o que classifica a avaliação como positiva.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Parece realmente ser heineken.,2024-06-16,Heineken,Heineken Chopp,Mercado Livre,4.9,0,"A avaliação apenas relata a percepção de que o produto parece ser Heineken, sem expressar uma opinião clara positiva ou negativa.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Preço adequado. Produto de qualidade.,2024-06-13,Heineken,Heineken Chopp,Mercado Livre,4.9,1,"A avaliação é claramente positiva, pois destaca que o preço é adequado e que o produto é de qualidade. Esses são aspectos que geralmente são associados a uma experiência positiva com o produto Heineken Chopp.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Excelente.,2024-06-13,Heineken,Heineken Chopp,Mercado Livre,4.9,1,"A avaliação é claramente positiva ao utilizar a palavra excelente, indicando uma opinião favorável em relação ao produto Heineken Chopp.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Muito bom.,2024-06-12,Heineken,Heineken Chopp,Mercado Livre,4.9,1,"A avaliação é claramente positiva ao afirmar que o produto é muito bom. Não há sarcasmo, ironia ou polarity shift, indicando uma opinião favorável em relação ao Heineken Chopp.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Eu gosto do chopp heineken.,2024-06-10,Heineken,Heineken Chopp,Mercado Livre,4.9,1,A avaliação expressa claramente uma opinião positiva ao afirmar que a pessoa gosta do chopp Heineken.,https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Perfeito.,2024-06-10,Heineken,Heineken Chopp,Mercado Livre,4.9,1,"A avaliação é claramente positiva, pois a palavra perfeito indica uma opinião favorável em relação ao produto Heineken Chopp.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Muito bom.,2024-06-10,Heineken,Heineken Chopp,Mercado Livre,4.9,1,"A avaliação é claramente positiva ao afirmar que o produto é muito bom. Não há sarcasmo, ironia ou polarity shift, indicando uma opinião favorável em relação ao Heineken Chopp.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Muita espuma.,2024-06-10,Heineken,Heineken Chopp,Mercado Livre,4.9,0,"A avaliação menciona apenas a quantidade de espuma, sem expressar uma opinião positiva ou negativa sobre o produto Heineken Chopp. Portanto, é classificada como neutra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Bom.,2024-06-08,Heineken,Heineken Chopp,Mercado Livre,4.9,0,"A avaliação é neutra, pois apenas afirma Bom sem fornecer detalhes que indiquem uma opinião positiva ou negativa sobre o produto Heineken Chopp.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Muito bom.,2024-06-07,Heineken,Heineken Chopp,Mercado Livre,4.9,1,"A avaliação é claramente positiva ao afirmar que o produto é muito bom. Não há sarcasmo, ironia ou polarity shift, indicando uma opinião favorável em relação ao Heineken Chopp.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Muito bom!!!!.,2024-06-06,Heineken,Heineken Chopp,Mercado Livre,4.9,1,A avaliação Muito bom!!!! expressa claramente uma opinião positiva sobre o produto Heineken Chopp. A repetição de exclamações e a palavra bom indicam uma avaliação favorável.,https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
"Excelente, como sempre.",2024-06-05,Heineken,Heineken Chopp,Mercado Livre,4.9,1,A avaliação é claramente positiva ao utilizar a palavra excelente e reforçar com como sempre. Isso indica uma experiência positiva com o produto Heineken Chopp.,https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Excelente produto recomendo a todos.,2024-06-05,Heineken,Heineken Chopp,Mercado Livre,4.9,1,"A avaliação descreve o produto como excelente e recomenda a todos, o que indica uma opinião positiva sobre o Heineken Chopp.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB29454879?noIndex=true&access=view_all&modal=true&controlled=true
Recomendo.,2024-01-26,Hocus Pocus,Hocus Pocus Interstellar India Pale Ale,Amazon,4.9,1,"A avaliação é claramente positiva, pois recomendar um produto geralmente indica uma experiência satisfatória com o mesmo.",https://www.amazon.com.br/gp/customer-reviews/R7B7VR413ULR1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YCWZJBF
Excelente qualidade para uma cerveja IPA. Lúpulo e malte na medida.Ótima IPA,2022-11-14,Hocus Pocus,Hocus Pocus Interstellar India Pale Ale,Amazon,4.9,1,"A avaliação é claramente positiva, destacando a excelente qualidade da cerveja IPA, o equilíbrio entre lúpulo e malte e classificando-a como uma ótima IPA.",https://www.amazon.com.br/gp/customer-reviews/R2SUUJZ87I4HDU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YCWZJBF
"Cerveja diferenciada para momentos especiais,  recomendo.",2023-09-19,La Trappe,La Trappe Quadrupel,Amazon,4.9,1,"A avaliação descreve a cerveja como diferenciada para momentos especiais e recomenda o produto, o que indica uma experiência positiva com o La Trappe Quadrupel.",https://www.amazon.com.br/gp/customer-reviews/RXAG9R423N7GY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01JA0M2CO
"Vale a pena, gostamos muito",2024-05-07,La Trappe,La Trappe Quadrupel,Amazon,4.9,1,"A avaliação é claramente positiva ao afirmar que vale a pena e que gostaram muito do produto La Trappe Quadrupel. Não há indícios de ironia, sarcasmo ou polarity shift.",https://www.amazon.com.br/gp/customer-reviews/R3JC5BKQAXC68Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01JA0M2CO
Uma das melhores cervejas que já tomei na minha vida,2023-11-13,La Trappe,La Trappe Quadrupel,Amazon,4.9,1,A avaliação é claramente positiva ao afirmar que é uma das melhores cervejas já tomadas na vida do consumidor. Isso indica uma experiência muito satisfatória com o produto La Trappe Quadrupel.,https://www.amazon.com.br/gp/customer-reviews/R3FSVJMNYOAIQO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01JA0M2CO
Forte e saborosa.,2023-05-16,La Trappe,La Trappe Quadrupel,Amazon,4.9,1,"A avaliação descreve o produto de forma positiva, destacando que é forte e saboroso, o que geralmente é considerado uma característica desejável em uma cerveja, indicando uma avaliação positiva.",https://www.amazon.com.br/gp/customer-reviews/R38WPSXV8T3L0F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01JA0M2CO
"Cerveja forte, de paladar frutado e complexo. Ricamente saborosa. Recomendo muito.",2022-08-15,La Trappe,La Trappe Quadrupel,Amazon,4.9,1,"A avaliação descreve a cerveja como forte, de paladar frutado e complexo, além de ricamente saborosa. A recomendação enfatiza a qualidade do produto, indicando uma experiência positiva.",https://www.amazon.com.br/gp/customer-reviews/R30JYE7WQ3P5IU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01JA0M2CO
"Cerveja maravilhosa, e vieram muito bem embalada. Recomendo!",2022-06-30,La Trappe,La Trappe Quadrupel,Amazon,4.9,1,"A avaliação é claramente positiva, pois descreve a cerveja como maravilhosa e elogia a embalagem. Além disso, a recomendação final reforça a satisfação do consumidor com o produto.",https://www.amazon.com.br/gp/customer-reviews/R2YP77JK19EZNQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01JA0M2CO
"Cerveja ótima, daquela que entusiastas devem provar ao menos uma vez na vida. Na promoção, compre sem dó.",2022-12-26,La Trappe,La Trappe Quadrupel,Amazon,4.9,1,"A avaliação descreve a cerveja como ótima e recomenda que os entusiastas a provem ao menos uma vez na vida. Além disso, a sugestão de comprar sem dó na promoção indica uma experiência positiva com o produto, o que caracteriza uma avaliação positiva.",https://www.amazon.com.br/gp/customer-reviews/R28FPQLK3UJZES/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01JA0M2CO
Muito bom o produto!! Muito feliz com minha compra!!,2023-12-04,La Trappe,La Trappe Quadrupel,Amazon,4.9,1,"A avaliação é claramente positiva, pois o cliente expressa satisfação com o produto e a compra realizada. Não há indícios de ironia, sarcasmo ou polarity shift, apenas elogios diretos ao produto.",https://www.amazon.com.br/gp/customer-reviews/R1M4ZGJ0O96EY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01JA0M2CO
"Cerveja de ótima qualidade, com muito sabor.",2023-01-12,La Trappe,La Trappe Quadrupel,Amazon,4.9,1,"A avaliação descreve a cerveja como de ótima qualidade e com muito sabor, o que indica uma experiência positiva com o produto.",https://www.amazon.com.br/gp/customer-reviews/R1FLW02F4BQ9FM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01JA0M2CO
Excelente!.,2024-07-20,Spaten,Spaten,Mercado Livre,4.9,1,"A avaliação é claramente positiva ao utilizar a palavra Excelente! para descrever o produto. Não há indícios de sarcasmo, ironia ou polarity shift, indicando uma opinião favorável em relação ao produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24392161?noIndex=true&access=view_all&modal=true&controlled=true
Bom.,2024-07-02,Spaten,Spaten,Mercado Livre,4.9,0,"A avaliação é neutra, pois apenas afirma bom sem fornecer detalhes adicionais que indiquem uma opinião positiva ou negativa.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24392161?noIndex=true&access=view_all&modal=true&controlled=true
Muito bom.,2024-07-01,Spaten,Spaten,Mercado Livre,4.9,1,"A avaliação é claramente positiva ao afirmar que o produto é muito bom. Não há sarcasmo, ironia ou polarity shift, indicando uma opinião favorável em relação ao produto Spaten.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB24392161?noIndex=true&access=view_all&modal=true&controlled=true
"Muito top, pena q foi só gelar q já era. Kkk.",2024-04-12,Spaten,Spaten,Mercado Livre,4.9,0,"A avaliação contém um elogio inicial (Muito top), mas em seguida menciona um aspecto negativo (pena q foi só gelar q já era). Essa combinação de elementos positivos e negativos resulta em uma avaliação neutra, sem uma polaridade clara.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB22387850?noIndex=true&access=view_all&modal=true&controlled=true
Excelente!.,2024-06-24,Spaten,Spaten,Mercado Livre,4.9,1,"A avaliação é claramente positiva ao utilizar a palavra Excelente! para descrever o produto. Não há indícios de sarcasmo, ironia ou polarity shift, indicando uma opinião favorável em relação ao produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB22387850?noIndex=true&access=view_all&modal=true&controlled=true
Top.,2024-04-20,Spaten,Spaten,Mercado Livre,4.9,1,"A avaliação é curta e direta, utilizando a palavra Top para expressar uma opinião positiva sobre o produto Spaten.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB22387850?noIndex=true&access=view_all&modal=true&controlled=true
Top.,2024-04-01,Spaten,Spaten,Mercado Livre,4.9,1,"A avaliação é curta e direta, utilizando a palavra Top para expressar uma opinião positiva sobre o produto Spaten.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB22387850?noIndex=true&access=view_all&modal=true&controlled=true
